file	nsamp	ndiffs	ncells	piT	piW	TajD
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	7	37700	1321768	5474.978021978021	6571.107258072257	-0.025164116486683295
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	9	46276	1020546	5034.660130718954	5664.690354849102	-0.013162372849086905
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	17	66002	1130942	3978.8360071301245	4093.623376823042	-0.001777285243194062
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	10	51556	1133940	5024.468421052631	5780.018259995315	-0.013961545277470457
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	18	70952	1197468	3954.449206349206	4049.4056240806462	-0.0014044990589347558
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	8	44372	1510592	5501.266666666666	6914.531832136461	-0.027112732017778016
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	11	55576	1247334	5054.731601731602	5800.252241946717	-0.012507234140920552
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	19	76532	1263994	3959.4537695590325	4037.0467476856293	-0.0010911159026359694
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	9	49378	1699416	5521.104575163398	7012.249367101493	-0.025165717129918323
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	20	79344	1330520	3956.576923076923	4051.4460162390214	-0.0012633554288029917
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	12	59750	1360728	5029.086956521739	5846.89222444912	-0.01249776729235486
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	21	85096	1397046	3923.8466898954703	4036.548758325387	-0.0014351372790568507
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	10	56594	1888240	5550.3105263157895	7237.002283496523	-0.024892841310064313
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	13	63524	1474122	5052.550769230769	5881.091708717791	-0.011636023403586644
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	22	89076	1463572	3969.822410147992	4017.932308581261	-0.0005876645219349673
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	11	60960	2077064	5539.636363636364	7364.158694431499	-0.024108620416778147
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	14	70242	1587516	5037.166666666666	5893.679784783235	-0.011158455935464546
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	23	95152	1530098	3943.468599033816	4015.0644640286973	-0.0008373352985224896
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	15	74230	1700910	5059.501149425288	5942.215348130174	-0.010655455899588663
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	12	66238	2265888	5568.518115942028	7507.180389310553	-0.023074416772096606
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	24	95578	1596624	3944.901595744681	4078.672257262172	-0.0014762462836775936
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	16	78830	1814304	5045.004032258064	5929.115025590545	-0.010035240144067996
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	25	98002	1663150	3939.6555102040816	4009.639800683576	-0.0007543394226557109
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	13	69934	2454712	5554.390769230769	7580.0096994324085	-0.022071629014866367
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	17	85078	1927698	5013.5935828877	5847.194867551994	-0.009036033624448514
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	26	104314	1729676	3973.001508295626	4066.333185749449	-0.0009539738163592167
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	14	79012	2643536	5555.544973544973	7623.880176801788	-0.020830482894952203
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	27	107312	1796202	3935.453529000699	3942.1433839139286	-6.793086859696076e-05
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	18	88516	2041092	5023.479365079365	5984.15915683428	-0.00961523177327649
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	15	81852	2832360	5498.908045977011	7694.76626619091	-0.020469492581463158
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	28	110798	1862728	3953.312987012987	4063.251127629215	-0.0010445209814468745
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	19	95012	2154486	5003.3399715504975	5841.127301126088	-0.008142268346502671
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	29	115124	1929254	3962.8136721113124	4029.800550545093	-0.0006196630736066998
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	16	88360	3021184	5552.262096774193	7807.570305287021	-0.01944010775367968
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	20	102148	2267880	5039.662820512821	5963.499080132247	-0.008357967362007208
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	30	125184	1995780	3977.3694915254237	4101.4720867036285	-0.0010904543801384225
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	17	93650	3210008	5541.176470588235	7811.097108912314	-0.018418887174610116
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	21	103852	2381274	5044.536585365854	6050.988543987455	-0.008549374151191768
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	31	118932	2062306	3933.4500264410367	3923.757388147236	8.615909146039796e-05
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	22	112112	2494668	5048.994714587738	6112.185846238618	-0.008537057194747512
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	18	98316	3398832	5556.957142857143	7960.872943196182	-0.018085920929612948
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	32	127898	2128832	3930.9454365079364	4026.2118052793508	-0.0007995496917439842
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	23	109088	2608062	5025.531400966183	6008.034521856383	-0.00767894263725506
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	19	105538	3587656	5540.364153627311	7946.046617039996	-0.017186725800174264
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	33	126924	2195358	3978.2172494172496	4084.6553056284233	-0.0008538965504970058
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	24	121882	2721456	5022.285460992907	6020.55378386763	-0.007463176902610794
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	34	135078	2261884	3972.704565408253	4028.937183716455	-0.00044393380131631
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	20	110558	3776480	5545.165384615385	8040.826127047352	-0.016745167320948016
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	25	125820	2834850	5046.186122448979	6032.989773600906	-0.007069125777692208
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	35	129392	2328410	3961.6608695652176	4041.671412170177	-0.0006116957636984852
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	21	116588	3965304	5519.031358885018	7939.23534353802	-0.015668914826182375
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	26	123548	2948244	5016.838612368025	6027.246293718204	-0.006967615932915347
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	36	136280	2394936	3961.265258215962	4054.326226257787	-0.000689570333791006
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	22	121964	4154128	5554.836152219874	8235.864680583149	-0.015976569244691603
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	27	135030	3061638	5035.030048916841	6115.76452718199	-0.007073703366665532
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	37	152442	2461462	3969.885227693447	4067.2816235907653	-0.0006999729265966674
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	23	129990	4342952	5545.064734299517	8145.716185664023	-0.01499169108462227
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	28	134758	3175032	5046.985064935065	6088.019342902685	-0.006601271352663777
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	38	150544	2527988	3950.0287719298244	4052.552293121148	-0.0007200544692852832
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	29	138804	3288426	5022.560798548094	6160.924300471507	-0.006887799479880081
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	39	154206	2594514	3958.2177822177823	4056.8235040701393	-0.0006740823088215349
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	24	132346	4531776	5529.451241134751	8168.836271063782	-0.014542976715327564
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	40	168104	2661040	3938.8506329113925	4035.954700027707	-0.0006505762938876605
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	30	153152	3401820	5037.025988700565	6186.090415410413	-0.006694076813140122
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	25	139800	4720600	5520.234285714286	8251.910151050464	-0.01430671964559503
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	41	149132	2727566	3953.1758506473952	4037.9081566270993	-0.0005535789026585701
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	31	150788	3515214	5031.6250661025915	6215.5792131121625	-0.0066437026464049335
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	26	142906	4909424	5535.352187028658	8278.943717663817	-0.013773644195967005
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	42	156376	2794092	3948.666092943201	4086.109762162152	-0.0008662399374836737
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	32	156502	3628608	5042.551091269841	6198.678457789174	-0.006302386655196563
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	27	147140	5098248	5540.900768693221	8421.05378614524	-0.01369069772913058
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	43	167736	2860618	3954.776470588235	4059.5035104444332	-0.0006489197114842533
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	33	166486	3742002	5034.4517482517485	6194.850430856111	-0.0061381336024050265
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	28	154052	5287072	5520.011038961039	8464.580423016703	-0.013429280885513366
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	44	179782	2927144	3936.2335423197496	4002.685833831277	-0.00040811147562754696
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	34	163884	3855396	5035.221685689201	6203.970280875157	-0.00599194549864441
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	45	176876	2993670	3932.316354556804	4011.2713180778655	-0.00047310340231142257
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	29	159386	5475896	5513.63097398669	8340.870550903079	-0.012635564444313097
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	35	171968	3968790	5013.994616977226	6186.714581165861	-0.00585705947210958
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	46	171552	3060196	3968.488055422838	4054.9245647169564	-0.0005012158548707258
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	30	168006	5664720	5551.570621468927	8549.058151653604	-0.012635708834585533
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	36	188312	4082184	5055.111502347418	6199.399239051141	-0.0055451271727708345
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	47	176980	3126722	3940.695721802791	4028.4002670604773	-0.0005010211360724404
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	31	171882	5853544	5539.971972501322	8631.116403709777	-0.012491286007911618
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	37	185020	4195578	5043.474268789338	6169.647308981574	-0.005335604855349597
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	48	184366	3193248	3967.4228070175436	4037.110829098881	-0.0003889608736530112
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	32	176868	6042368	5551.048115079365	8613.940254095849	-0.012015068286997827
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	38	198820	4308972	5037.019649122807	6213.587075819592	-0.005389408412709209
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	49	178646	3259774	3961.2617294340416	4026.3153753075962	-0.00035663338197134407
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	33	182964	6231192	5541.856876456876	8674.429508105135	-0.011833631968229955
./crashC1.161174204/crashC1.161174204_chr1.vcf.gz	50	192186	3326300	3955.4757575757576	4101.497317445202	-0.0007701093025149667
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	39	194510	4422366	5041.392274392274	6164.991716190229	-0.005054430519038072
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	2	7970	133232	4114.833333333333	4420.909090909091	-0.03243633851036612
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	3	12184	199848	3946.4666666666667	4132.554744525548	-0.014901091654792639
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	4	15102	266464	3891.5	3979.7796143250694	-0.005663693556569942
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	5	18350	333080	3977.9333333333334	4021.2540328236782	-0.0022364704209503553
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	6	24132	399696	4030.045454545454	4159.109316577272	-0.005423774893666669
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	34	185490	6420016	5541.877085162423	8539.150290342654	-0.011164162210843636
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	7	28570	466312	3990.2527472527468	4052.345276105526	-0.0023115208429736554
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	8	31274	532928	4025.4666666666667	4004.244440969193	0.0007030554889867765
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	40	207706	4535760	5031.7015822784815	6232.814284369952	-0.005210781264589837
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	9	36384	599544	4049.803921568627	4096.172367556405	-0.0013396691254301517
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	10	37648	666160	3908.894736842105	3948.711391996214	-0.001076995422615283
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	11	42522	732776	4031.186147186147	4039.10868380739	-0.00019086736119694863
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	12	48080	799392	3992.52536231884	3996.7420742833706	-9.427141452435167e-05
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	35	190428	6608840	5541.592546583851	8683.108184092438	-0.011179112247543246
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	13	49892	866008	4017.492307692308	4061.627323474603	-0.0008975034016276479
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	41	199044	4649154	5029.3363444745555	6259.9629884904	-0.005186061424062461
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	14	54136	932624	4012.7354497354495	4014.177977680354	-2.7592347699703386e-05
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	15	61122	999240	4024.2206896551725	4096.016671089093	-0.0012573114783844725
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	16	63144	1065856	4004.8044354838707	4046.6868067697924	-0.0006965410977292669
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	36	202206	6797664	5533.593505477308	8722.85677675197	-0.010983870730524701
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	17	66842	1132472	4052.8770053475932	4017.561907699373	0.0005571459702089439
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	42	216862	4762548	5035.868904188181	6235.020855340927	-0.004952860985486074
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	18	70916	1199088	4006.526984126984	3989.8413560275303	0.0002504814314696504
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	19	76646	1265704	4044.1308677098145	4072.9855555444033	-0.0004021755278238765
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	20	75864	1332320	4022.8051282051283	4123.386042988232	-0.0013160494961728135
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	21	83730	1398936	4025.828106852497	4095.3458586683155	-0.0008725226641121003
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	37	209396	6986488	5538.600148093299	8740.983325832509	-0.010709020546579564
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	43	211924	4875942	5037.864569083447	6294.001325476831	-0.005020088532293914
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	22	86956	1465552	4024.5327695560254	4013.794376234627	0.00013130517657495062
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	23	93522	1532168	4020.9642512077294	3998.909552040369	0.0002589784267544129
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	24	98400	1598784	4033.801418439716	4020.7628174457873	0.0001459618853157022
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	38	212082	7175312	5531.628771929824	8662.705422827912	-0.010287380476922866
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	44	217712	4989336	5021.859717868339	6217.245203818287	-0.004726356821221128
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	25	100196	1665400	4013.0653061224493	4025.9373343945954	-0.00013818201672988572
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	26	105416	1732016	4003.3084464555054	4043.096996116595	-0.0004090292449447862
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	27	108208	1798632	4063.7442348008385	4087.856098616603	-0.0002361117702566718
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	45	222978	5102730	5025.220973782772	6226.609923917948	-0.004637531255166125
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	39	214778	7364136	5529.066267066267	8801.622579866029	-0.0103113483729995
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	28	112920	1865248	4037.131168831169	4068.0403869277866	-0.0002933223762399748
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	29	115570	1931864	4020.0780399274045	4040.818017473248	-0.00019133234159800997
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	30	118812	1998480	4012.8045197740116	4039.497526782194	-0.00023814240000475807
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	46	239902	5216124	5048.137123745819	6255.546693404492	-0.004538329314194814
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	40	218908	7552960	5533.328164556962	8681.8453254573	-0.009806077180320803
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	31	124754	2065096	4001.9169751454256	4077.9224909322033	-0.0006500802162490068
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	32	124062	2131712	4002.43998015873	4049.4761483260877	-0.00039249623035860816
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	33	129348	2198328	4022.8759906759906	4043.8927989776043	-0.00017030640399715575
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	47	239636	5329518	5029.709219858156	6262.142936740814	-0.004529011250759842
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	41	214134	7741784	5525.492923818128	8849.045591605329	-0.009908027489564698
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	34	136840	2264944	4017.3981562774366	4078.839546222064	-0.00047912041603726695
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	35	135858	2331560	4022.5308488612836	4063.8772576696488	-0.00031437384782649
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	48	221510	5442912	5037.001754385964	6283.065233250341	-0.0044687216842321685
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	36	141610	2398176	4012.7370892018776	4066.705218348544	-0.0003986798908289073
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	42	237544	7930608	5545.685599541021	8836.14488858579	-0.009589842517897067
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	37	147348	2464792	4031.205109218808	4056.613882017744	-0.00018308916630574199
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	49	233406	5556306	5040.180727961288	6268.47896058412	-0.00432509902527978
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	38	151998	2531408	3999.092631578947	4046.431537505499	-0.0003329787360175126
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	43	227382	8119432	5536.314090287277	8791.744074550892	-0.009313923248378158
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	39	148892	2598024	4004.114219114219	4022.729139453642	-0.00012833272288217907
./equilC21.13047772/equilC21.13047772_chr21.vcf.gz	50	250736	5669700	5044.06707070707	6329.072950225776	-0.004391766414661933
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	40	160152	2664640	4030.5237341772154	4007.8907829039526	0.00015269769558883673
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	2	10250	231164	5036.5	5344.909090909091	-0.027033153498413665
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	3	15410	346746	5182.666666666667	5510.80291970803	-0.01970388080207216
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	41	160482	2731256	4027.533574224631	4095.9656420631804	-0.0004407477932491317
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	4	20286	462328	5149.0	5563.360881542701	-0.019016645557752974
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	44	247890	8308256	5554.0485893416935	8845.957479864044	-0.009147816157110503
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	5	25938	577910	5186.8	5637.037452658157	-0.016581143204988893
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	6	32220	693492	5212.348484848484	5739.968224008792	-0.01606586627091455
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	42	152322	2797872	4030.902753872633	4060.920181946269	-0.00019035863493032206
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	7	37304	809074	5218.340659340659	5842.521551178759	-0.01611646974444989
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	8	41110	924656	5156.25	5810.931083823886	-0.014945080708203532
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	43	175362	2864488	4050.5004103967167	4098.900711457471	-0.00029701995082552664
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	9	47150	1040238	5130.581699346405	5844.9463608030355	-0.014463988577731061
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	45	253132	8497080	5544.179026217228	8835.91795872719	-0.008954195150248334
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	10	49930	1155820	5110.952631578947	5740.838383952238	-0.011718880303471114
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	11	56844	1271402	5135.199134199134	5843.046384480943	-0.011788230778711417
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	44	174410	2931104	4046.4822361546503	4064.2838987687564	-0.00010767049650447484
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	12	61342	1386984	5140.612318840579	5928.835479037442	-0.011879202180828996
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	13	67644	1502566	5110.009230769231	5889.477544858909	-0.010931260573685073
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	45	174280	2997720	4047.453682896379	4014.6234103163415	0.000196556920411197
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	14	72878	1618148	5178.380952380952	6061.483268518289	-0.011186351752760842
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	46	253858	8685904	5537.138079311992	9034.742594350228	-0.00910247478198763
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	15	78036	1733730	5171.27356321839	6110.831798261899	-0.011028677312214246
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	46	175846	3064336	4034.6994744386047	4076.913116631757	-0.00024346227268472783
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	16	80356	1849312	5133.304435483871	5983.494629854064	-0.009562511233359938
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	17	86732	1964894	5144.347593582887	6044.807944889371	-0.009441670109926085
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	47	175374	3130952	4011.0446122168837	4074.341937581646	-0.0003575150500028302
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	18	88144	2080476	5125.77619047619	6036.247747520406	-0.009034070783641495
./growthC11.124157984/growthC11.124157984_chr11.vcf.gz	47	256646	8874728	5534.39212994738	9027.636005644896	-0.008904624187235343
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	19	97614	2196058	5173.368421052631	6151.248272251803	-0.009024644249906207
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	48	200818	3197568	4028.4945175438593	4089.482685437017	-0.00033604352375573725
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	20	100558	2311640	5130.467948717948	6067.64755022996	-0.008333149207017273
./equilC2.115134856/equilC2.115134856_chr2.vcf.gz	21	104766	2427222	5143.855981416957	6124.659219120689	-0.008231281731796068
./crashC1.234807486/crashC1.234807486_chr1.vcf.gz	49	200960	3264184	4017.012202819272	4060.249356750422	-0.00023505118537026304
