file	nsamp	ndiffs	ncells	piT	piW	TajD
./gravel_1mC10.30832258/gravel_1mC10.30832258_chr10.vcf.gz	100	19454	1832000	304.96507537688444	502.29600798265676	-0.004244111944227681
./gravel_1mC10.30832258/gravel_1mC10.30832258_chr10.vcf.gz.pop1	44	7752	806080	242.86285266457682	283.82645355436784	-0.0035490031459552217
./gravel_1mC10.30832258/gravel_1mC10.30832258_chr10.vcf.gz.pop0	31	9796	567920	339.4114225277631	423.1022917592965	-0.006900672324168202
./gravel_1mC10.30832258/gravel_1mC10.30832258_chr10.vcf.gz.pop2	25	5612	458000	251.36244897959185	270.13720260730105	-0.0030048909811450026
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz	100	76722	4786600	1050.3245226130653	1862.241165866548	-0.004709482089862402
./gravel_1mC10.30832258/gravel_1mC10.30832258_chr10.vcf.gz	100	21746	1832000	307.5335175879397	493.1014369890759	-0.004065550797997318
./gravel_1mC10.30832258/gravel_1mC10.30832258_chr10.vcf.gz.pop2	37	8262	677840	252.29729729729732	261.975115168234	-0.0010802370614500492
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop0	32	24346	1531712	897.2881944444443	997.4058346219163	-0.0033921557493526034
./gravel_1mC10.30832258/gravel_1mC10.30832258_chr10.vcf.gz.pop1	34	6104	622880	237.08647936786656	261.20441629505	-0.002937936011316384
./gravel_1mC10.30832258/gravel_1mC10.30832258_chr10.vcf.gz.pop0	29	9764	531280	348.5741076830006	408.94244892151073	-0.005504266995435315
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop1	25	25336	1196650	1031.349387755102	1619.4836923250925	-0.015696013415408796
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz	100	31078	1895600	365.9614070351759	544.8634662862717	-0.0035470988160714013
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop3	18	6824	861588	428.64920634920634	460.8393370425271	-0.0041846791958767724
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop0	35	11580	663460	381.1763975155279	448.06000405008535	-0.004613411133586508
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop2	32	9208	606592	303.19097222222223	291.0157821119077	0.0014141908792694232
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop1	33	7104	625548	295.97668997668995	328.8315613841812	-0.003275047127757802
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop2	25	16604	1196650	768.9118367346939	742.0959185674949	0.0015619150902496956
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz	100	30436	1895600	365.08537688442215	551.3337199484212	-0.003649410379928192
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop0	37	12318	701372	385.59866716031104	464.457056179234	-0.00496397824200385
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop2	34	9894	644504	286.06365232660227	277.9081359621995	0.0009337324689567807
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop1	29	8806	549724	292.06654567453114	309.137160278226	-0.0020591472940428082
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz	100	74180	4786600	1044.5048743718594	1906.3410526690932	-0.0048833886524206225
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz	100	23942	1895600	358.62296482412063	551.5039897816356	-0.003778206284459562
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop1	33	9908	625548	292.78881118881117	315.1740204960203	-0.0023281343407385805
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop1	31	32156	1483846	1039.6329984135377	1723.0718394143069	-0.013834789760084728
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop0	29	9826	549724	383.82395644283116	474.39916420054806	-0.007118722179235105
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop2	38	10758	720328	291.3922807017544	275.6380278913896	0.001627342310233211
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop2	27	16484	1292382	733.4081062194269	679.4074769871701	0.003182067521563975
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz	100	27574	1895600	358.80206030150754	533.6256572941173	-0.003539243270117071
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop2	26	8016	492856	290.9426847662142	270.86758200584086	0.0030816023098605228
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop0	21	17490	1005186	867.4459930313589	916.8164460587053	-0.002768209601152957
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop1	43	9824	815108	285.5953488372093	306.820626071234	-0.00174062029968324
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop0	31	11142	587636	381.3188789000529	453.12615846189385	-0.0055284171431364115
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop3	21	9100	1005186	434.4239256678281	453.4116314982342	-0.0021530310571376637
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz	100	22586	1895600	352.6416582914573	525.4527052998233	-0.0035529247809344697
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop2	37	10844	701372	297.22436134764905	281.259109550234	0.0016598130791491094
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop0	25	8082	473900	376.79673469387757	443.8287262672021	-0.006528830311154419
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop1	38	7906	720328	288.9859649122807	310.3223097134001	-0.001957533911745879
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz	100	27862	1895600	366.70010050251256	552.355338947708	-0.003631059519100029
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz	100	64612	4786600	1038.0400502512564	1867.8600703626253	-0.004798849597850981
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop1	39	9030	739284	291.39027639027637	322.0699800379845	-0.0026425534630527318
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop2	26	7934	492856	307.18174962292613	287.02226622677745	0.0029203148110782903
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop0	35	13024	663460	385.9055900621118	461.13447383014807	-0.005041883778888617
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop1	26	26514	1244516	1030.1606334841629	1643.5731466972059	-0.015512841060386374
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop3	25	12182	1196650	462.15755102040816	515.7164777048475	-0.004489255325105951
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz	100	26762	1895600	361.02256281407034	546.2256249519874	-0.0036628704638061926
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop1	39	10036	739284	285.56310356310354	307.6610521345838	-0.00199254764678345
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop2	28	6874	530768	291.9103896103896	292.3625108173606	-5.972080091535454e-05
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop0	33	10442	625548	378.958041958042	451.95954539129315	-0.005294021764331103
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop2	28	17750	1340248	732.0311688311689	685.0817733002485	0.0026459849219087547
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop0	21	17740	1005186	883.439024390244	979.3319400992101	-0.005033468424411926
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz	100	27800	1895600	364.8841206030151	546.0553551187729	-0.0035842480835382717
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop0	33	10910	625548	382.46759906759905	450.278617281981	-0.004935973276834309
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop2	33	9240	625548	299.41585081585083	279.454298173138	0.0023415277988778284
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop1	34	9476	644504	291.5908691834943	325.7225335094149	-0.0033339414636086974
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz	100	27768	1895600	355.1217085427136	535.328355626262	-0.0036366156549021093
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz	100	60740	4786600	1009.6879899497487	1746.1171396142863	-0.00455571496546498
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop2	29	7288	549724	289.35208711433756	286.2381113687278	0.0004056853971575992
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop1	42	8898	796152	296.28284566838784	321.666941010759	-0.0020328393976491326
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop0	29	10240	549724	376.07562008469444	444.8032236288381	-0.005761114042624802
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop2	23	18238	1100918	771.6763285024155	718.3247485514336	0.003488083387876638
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop3	36	10382	1723176	459.66079812206567	444.81844912787074	0.001002626499148982
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz	100	26024	1895600	358.9143216080402	528.1770226312547	-0.003462019771425283
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop1	33	7508	625548	284.12913752913755	314.33355644136424	-0.0031497596483223834
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop2	38	10460	720328	295.6870175438596	286.4513628123693	0.0009179752394535896
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop1	19	19442	909454	1027.184921763869	1597.9679202901375	-0.02027844866140748
./gravel_1mC10.31470544/gravel_1mC10.31470544_chr10.vcf.gz.pop0	29	10230	549724	383.60919540229884	437.6742744400321	-0.0046058600372683445
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop0	22	16336	1053052	867.9450317124736	881.8393600937017	-0.0007733745272406074
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz	100	26354	1834400	315.1122613065327	509.787880644093	-0.004125459852472663
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop1	34	7826	623696	240.94293239683932	276.0289674996452	-0.0040443897596391856
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop2	34	5640	623696	218.37050043898157	222.7858610606062	-0.0006306540474549212
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop0	32	11738	587008	356.05853174603175	441.3880358049065	-0.006533918756865676
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz	100	26372	1834400	327.67773869346735	519.4932611373172	-0.003988896631745047
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz	100	70326	4786600	1043.5579899497488	1856.7925312036853	-0.0047309692214523935
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop1	28	6748	513632	238.96883116883117	272.98778001859284	-0.004812620157888539
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop2	33	7652	605352	224.3869463869464	222.93309049751835	0.00021379818690678748
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop2	24	18308	1148784	754.5345744680851	792.9312012212355	-0.002179836803253705
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop0	39	13422	715416	357.04728604728604	448.30030617763566	-0.0056462818311693724
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz	100	22330	1834400	323.1246231155779	504.1689761480158	-0.003879359079247713
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop0	28	25124	1340248	881.4577922077922	892.1083911612388	-0.0004609355208220451
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop1	35	8478	642040	252.57018633540372	273.3186777832156	-0.0023464979075264033
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop0	35	9628	642040	356.8393374741201	428.75959627951664	-0.005184185935620418
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop2	30	4906	550320	214.51638418079096	226.88264497189368	-0.0019651574680035846
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop1	26	27056	1244516	1019.4374057315234	1627.8610565645142	-0.015535197715455383
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop3	22	8742	1053052	442.2811839323467	464.8277336051785	-0.0023811161629501386
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz	100	22806	1834400	323.268391959799	497.8689923190808	-0.003788634390229726
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop1	34	7870	623696	255.56716417910448	262.45719527008623	-0.0008353040026590222
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop2	31	5864	568664	219.27763088313063	222.0914395092835	-0.0004420998335021636
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop0	35	11208	642040	353.73871635610766	434.57047173732224	-0.005748619620692781
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz	100	23758	1834400	322.3878391959799	507.4041029790905	-0.003939186830795359
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop0	32	11454	587008	357.7281746031746	428.48690011535246	-0.005581367903784529
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz	100	68218	4786600	1038.762512562814	1845.554722211531	-0.0047220716986826825
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop2	38	8666	697072	225.17754385964912	239.52556975906094	-0.0017056296953721593
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop1	30	6528	550320	265.12994350282486	302.79611975455	-0.00448445842662575
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop2	28	20166	1340248	775.4025974025974	817.2217912199343	-0.0019757151961863296
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz	100	25976	1834400	331.9400502512563	517.960832638387	-0.0038798390364142266
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop3	25	9716	1196650	439.21632653061226	463.2518143885535	-0.0022428483082152116
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop0	42	13100	770448	354.7168674698795	446.41533827036966	-0.00529094293216033
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop2	35	5882	642040	218.63478260869564	225.1714239899688	-0.0008973866491850997
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop1	23	5898	421912	268.6541062801932	282.1421248665751	-0.0022456749650798225
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop1	24	23954	1148784	1042.3191489361702	1624.6189146931254	-0.016133550937426067
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz	100	23056	1834400	317.264824120603	503.48789681515797	-0.003995725704842742
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop2	32	5576	587008	217.7078373015873	218.8963186670236	-0.0001835501492212129
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop0	23	18426	1100918	873.8144927536232	982.4916896563478	-0.005194592311935562
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop0	30	9522	550320	358.935593220339	431.0341364777942	-0.006029452139306205
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop1	38	8824	697072	264.00877192982455	302.1613022258682	-0.0035949315964470775
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz	100	22706	1834400	317.2297989949749	507.9149124787339	-0.004055798775961575
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop1	38	8928	697072	259.4414035087719	279.5145064479672	-0.002044693280668837
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop2	32	5752	587008	208.80257936507937	228.41354991341592	-0.0029024804497738326
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz	100	61008	4786600	1042.5217085427137	1841.9790557140273	-0.004688225115995295
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop0	30	8920	550320	358.3350282485876	437.89637148639594	-0.006549257952791807
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop0	27	20054	1292382	891.8218029350104	953.496604492653	-0.002589460877411528
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz	100	22260	1834400	319.9324120603015	520.174340470175	-0.0041586747166353945
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop0	32	10126	587008	363.00595238095235	443.291482054185	-0.006121283723383421
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop1	37	8082	678728	253.59903739355795	282.90030056146804	-0.0030286007299864326
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop1	25	25988	1196650	1030.2677551020408	1655.4275680439152	-0.016321860011645414
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop2	31	5244	568664	212.8630354309889	224.43372698253577	-0.0017989812436726683
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop2	25	17780	1196650	754.6171428571429	701.4637112331735	0.0032753270582378613
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz	100	22012	1834400	310.8011557788945	498.03926215229524	-0.0040614646460764275
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop0	27	8078	495288	357.3032844164919	421.7768639435855	-0.00612044137085014
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop2	35	6910	642040	215.21490683229814	229.52958058332302	-0.0019278676218300545
./pm13_4a_1mC10.100119972/pm13_4a_1mC10.100119972_chr10.vcf.gz.pop3	23	9276	1100918	443.687922705314	469.8576514915142	-0.002615951372547292
./gravel_1mC11.109862032/gravel_1mC11.109862032_chr11.vcf.gz.pop1	38	8916	697072	261.7635087719298	273.59777601950657	-0.0012315448946600904
./gravel_1mC11.126758208/gravel_1mC11.126758208_chr11.vcf.gz	100	27982	1895400	360.4660301507538	541.968879121626	-0.003617887818361532
./gravel_1mC11.126758208/gravel_1mC11.126758208_chr11.vcf.gz.pop2	39	10216	739206	285.8075258075258	285.74324630969267	6.24074973830963e-06
./gravel_1mC11.126758208/gravel_1mC11.126758208_chr11.vcf.gz.pop0	34	12628	644436	382.65320456540826	459.1434943507714	-0.005299876324253397
./gravel_1mC11.126758208/gravel_1mC11.126758208_chr11.vcf.gz.pop1	27	7452	511758	297.1390635918938	317.53960568489504	-0.002572554565042698
./pm13_4a_1mC10.97122576/pm13_4a_1mC10.97122576_chr10.vcf.gz	100	61492	4627400	994.721256281407	1772.679233595742	-0.004740505042309108
./gravel_1mC11.126758208/gravel_1mC11.126758208_chr11.vcf.gz	100	25546	1895400	352.0968844221106	528.0067527980402	-0.003599138260630386
./pm13_4a_1mC10.97122576/pm13_4a_1mC10.97122576_chr10.vcf.gz.pop3	26	13916	1203124	557.2277526395173	539.74349061458	0.001346627234025356
./gravel_1mC11.126758208/gravel_1mC11.126758208_chr11.vcf.gz.pop1	38	11890	720252	300.6659649122807	340.1099870428915	-0.0033018061836505622
./gravel_1mC11.126758208/gravel_1mC11.126758208_chr11.vcf.gz.pop0	25	8970	473850	373.72244897959183	444.49848792655905	-0.006883106148250368
